Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Transaction_Type,Amount_NGN,Channel,Device_Type,Location,International_Transaction,Transaction_Status,Risk_Review_Flag
FT-T001207,FT-C00080,1/10/2026,1:05:00 AM,Airtime/Data,523,Mobile App,Android,Kaduna,No,Successful,No
FT-T001208,FT-C01215,1/10/2026,1:16:00 AM,Deposit,199947,Web,Android,Lagos,No,Successful,Yes
FT-T001209,FT-C01477,1/10/2026,1:27:00 AM,Card Purchase,308,POS,ATM Terminal,Kaduna,No,Successful,No
FT-T001210,FT-C01368,1/10/2026,1:38:00 AM,Transfer,5007,ATM,Web Browser,Lagos,No,Successful,No
FT-T001211,FT-C01054,1/10/2026,1:49:00 AM,Deposit,572230,Mobile App,ATM Terminal,Ibadan,No,Successful,No
FT-T001212,FT-C00414,1/10/2026,1:59:00 AM,Bill Payment,18254,Web,Android,Kano,No,Reversed,No
FT-T001213,FT-C00368,1/10/2026,2:10:00 AM,Deposit,157359,Web,ATM Terminal,Unspecified,No,Successful,No
FT-T001214,FT-C01007,1/10/2026,2:21:00 AM,Bill Payment,47595,ATM,POS Terminal,Kano,No,Successful,No
FT-T001215,FT-C00993,1/10/2026,2:32:00 AM,Transfer,5861,Web,Android,Kaduna,No,Successful,No
FT-T001216,FT-C00596,1/10/2026,2:43:00 AM,Deposit,1540,Web,Web Browser,Abuja,No,Successful,Yes
FT-T001217,FT-C01018,1/10/2026,2:53:00 AM,Transfer,8170,POS,Android,Kaduna,No,Successful,No
FT-T001218,FT-C00701,1/10/2026,3:04:00 AM,Transfer,42386,Mobile App,iOS,Kano,No,Failed,No
FT-T001219,FT-C01045,1/10/2026,3:15:00 AM,Transfer,6228,USSD,Android,Kaduna,No,Successful,Yes
FT-T001220,FT-C00549,1/10/2026,3:26:00 AM,Transfer,10553,USSD,ATM Terminal,Ibadan,No,Successful,No
FT-T001221,FT-C00246,1/10/2026,3:37:00 AM,Card Purchase,58952,ATM,iOS,Kaduna,No,Successful,No
FT-T001222,FT-C00283,1/10/2026,3:47:00 AM,Transfer,640,POS,iOS,Port Harcourt,No,Successful,Yes
FT-T001223,FT-C00614,1/10/2026,3:58:00 AM,Transfer,4873,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T001224,FT-C00931,1/10/2026,4:09:00 AM,Transfer,13863,ATM,Android,Enugu,No,Successful,Yes
FT-T001225,FT-C00806,1/10/2026,4:20:00 AM,Cash Withdrawal,5217,Mobile App,Android,Ibadan,No,Successful,Yes
FT-T001226,FT-C00232,1/10/2026,4:31:00 AM,Card Purchase,5196,POS,iOS,Benin City,No,Successful,No
FT-T001227,FT-C00316,1/10/2026,4:41:00 AM,Card Purchase,3920,Web,Android,Abuja,No,Successful,No
FT-T001228,FT-C00838,1/10/2026,4:52:00 AM,Bill Payment,66821,Web,Android,Port Harcourt,No,Successful,No
FT-T001229,FT-C01360,1/10/2026,5:03:00 AM,Card Purchase,7032,POS,Android,Ibadan,No,Successful,No
FT-T001230,FT-C00411,1/10/2026,5:14:00 AM,Card Purchase,6316,POS,Android,Kano,No,Successful,No
FT-T001231,FT-C00245,1/10/2026,5:25:00 AM,Airtime/Data,486,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001232,FT-C00387,1/10/2026,5:35:00 AM,Transfer,685,Mobile App,Android,Ibadan,No,Successful,Yes
FT-T001233,FT-C00689,1/10/2026,5:46:00 AM,Card Purchase,2038,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T001234,FT-C00358,1/10/2026,5:57:00 AM,Cash Withdrawal,1162,Mobile App,Android,Enugu,No,Successful,No
FT-T001235,FT-C01022,1/10/2026,6:08:00 AM,Bill Payment,39939,Mobile App,iOS,Benin City,Yes,Successful,No
FT-T001236,FT-C00614,1/10/2026,6:19:00 AM,Deposit,3813,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001237,FT-C00798,1/10/2026,6:29:00 AM,Transfer,245956,Web,Android,Enugu,No,Reversed,Yes
FT-T001238,FT-C00022,1/10/2026,6:40:00 AM,Bill Payment,54614,Mobile App,Android,Abuja,No,Successful,No
FT-T001239,FT-C00019,1/10/2026,6:51:00 AM,Bill Payment,16922,Mobile App,Android,Lagos,No,Failed,No
FT-T001240,FT-C01311,1/10/2026,7:02:00 AM,Transfer,176658,POS,iOS,Abuja,No,Successful,No
FT-T001241,FT-C00276,1/10/2026,7:13:00 AM,Transfer,196130,Web,iOS,Ibadan,No,Successful,No
FT-T001242,FT-C00659,1/10/2026,7:23:00 AM,Bill Payment,30575,Mobile App,iOS,Kaduna,No,Successful,No
FT-T001243,FT-C00898,1/10/2026,7:34:00 AM,Transfer,15831,Mobile App,Android,Kano,No,Successful,No
FT-T001244,FT-C00552,1/10/2026,7:45:00 AM,Transfer,320360,POS,POS Terminal,Port Harcourt,No,Successful,Yes
FT-T001245,FT-C00679,1/10/2026,7:56:00 AM,Transfer,130249,POS,POS Terminal,Abuja,No,Successful,No
FT-T001246,FT-C00603,1/10/2026,8:07:00 AM,Transfer,1186,Web,Web Browser,Kaduna,No,Successful,No
FT-T001247,FT-C01096,1/10/2026,8:17:00 AM,Transfer,8699,POS,Android,Port Harcourt,No,Successful,No
FT-T001248,FT-C00365,1/10/2026,8:28:00 AM,Card Purchase,9473,Web,Android,Port Harcourt,No,Successful,No
FT-T001249,FT-C00795,1/10/2026,8:39:00 AM,Transfer,18323,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T001250,FT-C01359,1/10/2026,8:50:00 AM,Airtime/Data,1058,Mobile App,POS Terminal,Ibadan,No,Successful,No
FT-T001251,FT-C00652,1/10/2026,9:01:00 AM,Transfer,18602,Mobile App,ATM Terminal,Ibadan,Yes,Successful,No
FT-T001252,FT-C00590,1/10/2026,9:11:00 AM,Card Purchase,544,ATM,Android,Enugu,No,Reversed,No
FT-T001253,FT-C00199,1/10/2026,9:22:00 AM,Airtime/Data,5867,Mobile App,Android,Kaduna,No,Pending,No
FT-T001254,FT-C00017,1/10/2026,9:33:00 AM,Deposit,26069,ATM,ATM Terminal,Enugu,No,Successful,No
FT-T001255,FT-C00218,1/10/2026,9:44:00 AM,Card Purchase,46274,Web,iOS,Lagos,No,Successful,No
FT-T001256,FT-C00741,1/10/2026,9:55:00 AM,Card Purchase,25320,Mobile App,iOS,Kano,No,Successful,No
FT-T001257,FT-C00650,1/10/2026,10:05:00 AM,Cash Withdrawal,1864,Mobile App,Android,Enugu,No,Successful,No
FT-T001258,FT-C00147,1/10/2026,10:16:00 AM,Airtime/Data,884,Mobile App,ATM Terminal,Lagos,No,Successful,No
FT-T001259,FT-C01234,1/10/2026,10:27:00 AM,Transfer,74821,POS,Android,Ibadan,No,Successful,No
FT-T001260,FT-C00670,1/10/2026,10:38:00 AM,Card Purchase,2588,POS,Web Browser,Lagos,No,Successful,No
FT-T001261,FT-C01438,1/10/2026,10:49:00 AM,Deposit,41010,Web,Web Browser,Enugu,No,Successful,No
FT-T001262,FT-C00665,1/10/2026,10:59:00 AM,Card Purchase,140499,Mobile App,iOS,Abuja,No,Successful,No
FT-T001263,FT-C00856,1/10/2026,11:10:00 AM,Bill Payment,764,Mobile App,iOS,Benin City,No,Pending,No
FT-T001264,FT-C00330,1/10/2026,11:21:00 AM,Bill Payment,1370,USSD,iOS,Enugu,No,Successful,No
FT-T001265,FT-C00895,1/10/2026,11:32:00 AM,Transfer,13146,Mobile App,Android,Abuja,No,Reversed,No
FT-T001266,FT-C01376,1/10/2026,11:43:00 AM,Card Purchase,33775,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001267,FT-C01187,1/10/2026,11:53:00 AM,Cash Withdrawal,6189,Web,ATM Terminal,Lagos,No,Successful,Yes
FT-T001268,FT-C00101,1/10/2026,12:04:00 PM,Bill Payment,932,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T001269,FT-C00327,1/10/2026,12:15:00 PM,Deposit,7914,USSD,iOS,Benin City,No,Successful,No
FT-T001270,FT-C00327,1/10/2026,12:26:00 PM,Bill Payment,15199,Web,Android,Lagos,No,Failed,No
FT-T001271,FT-C01179,1/10/2026,12:37:00 PM,Transfer,109736,USSD,iOS,Ibadan,Yes,Successful,Yes
FT-T001272,FT-C00010,1/10/2026,12:47:00 PM,Bill Payment,88533,POS,Android,Kaduna,No,Successful,No
FT-T001273,FT-C00353,1/10/2026,12:58:00 PM,Card Purchase,39107,ATM,Web Browser,Lagos,No,Successful,No
FT-T001274,FT-C00183,1/10/2026,1:09:00 PM,Cash Withdrawal,15150,POS,Android,Enugu,No,Successful,Yes
FT-T001275,FT-C00455,1/10/2026,1:20:00 PM,Card Purchase,1950,ATM,Android,Benin City,No,Successful,No
FT-T001276,FT-C00006,1/10/2026,1:31:00 PM,Bill Payment,68110,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T001277,FT-C01357,1/10/2026,1:41:00 PM,Bill Payment,8476,Mobile App,Android,Ibadan,No,Failed,No
FT-T001278,FT-C01357,1/10/2026,1:52:00 PM,Cash Withdrawal,44842,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001279,FT-C01282,1/10/2026,2:03:00 PM,Deposit,22087,Web,Web Browser,Abuja,No,Successful,No
FT-T001280,FT-C00211,1/10/2026,2:14:00 PM,Transfer,2595,Web,POS Terminal,Ibadan,No,Successful,Yes
FT-T001281,FT-C00051,1/10/2026,2:25:00 PM,Card Purchase,9922,Mobile App,Android,Kano,No,Successful,Yes
FT-T001282,FT-C01469,1/10/2026,2:35:00 PM,Card Purchase,64640,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T001283,FT-C01010,1/10/2026,2:46:00 PM,Airtime/Data,1083,Mobile App,Web Browser,Kano,No,Failed,No
FT-T001284,FT-C00377,1/10/2026,2:57:00 PM,Transfer,47266,POS,iOS,Kano,No,Successful,No
FT-T001285,FT-C00640,1/10/2026,3:08:00 PM,Card Purchase,393,POS,Android,Port Harcourt,No,Successful,No
FT-T001286,FT-C00770,1/10/2026,3:19:00 PM,Airtime/Data,33704,POS,iOS,Enugu,No,Successful,No
FT-T001287,FT-C01075,1/10/2026,3:29:00 PM,Deposit,574844,Mobile App,Web Browser,Ibadan,No,Successful,Yes
FT-T001288,FT-C00154,1/10/2026,3:40:00 PM,Deposit,12562,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T001289,FT-C00582,1/10/2026,3:51:00 PM,Card Purchase,7273,Mobile App,ATM Terminal,Benin City,No,Failed,No
FT-T001290,FT-C00788,1/10/2026,4:02:00 PM,Deposit,2863,Web,Android,Kano,No,Successful,No
FT-T001291,FT-C00791,1/10/2026,4:13:00 PM,Card Purchase,1052,Mobile App,Web Browser,Ibadan,No,Successful,Yes
FT-T001292,FT-C01334,1/10/2026,4:23:00 PM,Cash Withdrawal,27780,POS,POS Terminal,Kano,No,Successful,No
FT-T001293,FT-C01423,1/10/2026,4:34:00 PM,Transfer,35587,ATM,iOS,Port Harcourt,No,Successful,No
FT-T001294,FT-C00134,1/10/2026,4:45:00 PM,Bill Payment,3055,Mobile App,Android,Kaduna,No,Successful,No
FT-T001295,FT-C00220,1/10/2026,4:56:00 PM,Card Purchase,3283,USSD,iOS,Lagos,No,Successful,No
FT-T001296,FT-C00163,1/10/2026,5:07:00 PM,Card Purchase,7647,POS,iOS,Benin City,No,Successful,No
FT-T001297,FT-C00971,1/10/2026,5:17:00 PM,Cash Withdrawal,179294,ATM,Android,Ibadan,No,Successful,No
FT-T001298,FT-C00648,1/10/2026,5:28:00 PM,Transfer,1384,Mobile App,Android,Kano,No,Successful,No
FT-T001299,FT-C00569,1/10/2026,5:39:00 PM,Transfer,21297,POS,Web Browser,Lagos,No,Successful,No
FT-T001300,FT-C00946,1/10/2026,5:50:00 PM,Card Purchase,435,Web,POS Terminal,Kaduna,No,Successful,No
FT-T001301,FT-C00689,1/10/2026,6:01:00 PM,Bill Payment,5671,Mobile App,Android,Benin City,No,Successful,No
FT-T001302,FT-C00115,1/10/2026,6:11:00 PM,Transfer,7455,ATM,iOS,Lagos,No,Successful,No
FT-T001303,FT-C01496,1/10/2026,6:22:00 PM,Bill Payment,1193,Mobile App,iOS,Lagos,No,Successful,No
FT-T001304,FT-C01173,1/10/2026,6:33:00 PM,Bill Payment,1192,POS,Android,Benin City,No,Failed,Yes
FT-T001305,FT-C01265,1/10/2026,6:44:00 PM,Bill Payment,5428,POS,POS Terminal,Port Harcourt,No,Successful,No
FT-T001306,FT-C00123,1/10/2026,6:55:00 PM,Card Purchase,674,Web,POS Terminal,Unspecified,No,Successful,No
FT-T001307,FT-C00804,1/10/2026,7:05:00 PM,Bill Payment,2384,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001308,FT-C00839,1/10/2026,7:16:00 PM,Transfer,812,Web,Web Browser,Port Harcourt,No,Successful,No
FT-T001309,FT-C01093,1/10/2026,7:27:00 PM,Card Purchase,2009,Mobile App,ATM Terminal,Ibadan,No,Successful,No
FT-T001310,FT-C00826,1/10/2026,7:38:00 PM,Bill Payment,8453,Mobile App,POS Terminal,Enugu,No,Successful,Yes
FT-T001311,FT-C00063,1/10/2026,7:49:00 PM,Airtime/Data,10179,Web,Android,Kano,No,Successful,No
FT-T001312,FT-C00733,1/10/2026,7:59:00 PM,Transfer,141969,Mobile App,POS Terminal,Ibadan,No,Successful,No
FT-T001313,FT-C01040,1/10/2026,8:10:00 PM,Card Purchase,2604,POS,Android,Lagos,No,Successful,No
FT-T001314,FT-C01414,1/10/2026,8:21:00 PM,Airtime/Data,34181,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T001315,FT-C00590,1/10/2026,8:32:00 PM,Deposit,4837,POS,ATM Terminal,Kano,No,Failed,No
FT-T001316,FT-C00948,1/10/2026,8:43:00 PM,Transfer,865,Mobile App,ATM Terminal,Kaduna,No,Successful,No
FT-T001317,FT-C01282,1/10/2026,8:53:00 PM,Card Purchase,111414,Web,Android,Kaduna,No,Successful,No
FT-T001318,FT-C00217,1/10/2026,9:04:00 PM,Transfer,19665,POS,Web Browser,Kano,No,Successful,No
FT-T001319,FT-C00479,1/10/2026,9:15:00 PM,Bill Payment,3217,Mobile App,Android,Benin City,No,Successful,No
FT-T001320,FT-C01138,1/10/2026,9:26:00 PM,Card Purchase,93801,ATM,Android,Benin City,No,Successful,No
FT-T001321,FT-C01404,1/10/2026,9:37:00 PM,Bill Payment,30478,ATM,ATM Terminal,Lagos,No,Successful,No
FT-T001322,FT-C00977,1/10/2026,9:47:00 PM,Airtime/Data,17650,ATM,iOS,Abuja,No,Successful,No
FT-T001323,FT-C00237,1/10/2026,9:58:00 PM,Airtime/Data,615,Mobile App,Android,Enugu,No,Successful,No
FT-T001324,FT-C00476,1/10/2026,10:09:00 PM,Deposit,305598,POS,Web Browser,Benin City,No,Successful,No
FT-T001325,FT-C00598,1/10/2026,10:20:00 PM,Transfer,41549,ATM,ATM Terminal,Kano,No,Successful,No
FT-T001326,FT-C00129,1/10/2026,10:31:00 PM,Transfer,75726,ATM,iOS,Enugu,No,Successful,No
FT-T001327,FT-C00510,1/10/2026,10:41:00 PM,Cash Withdrawal,5613,POS,Android,Enugu,No,Successful,Yes
FT-T001328,FT-C00165,1/10/2026,10:52:00 PM,Card Purchase,1438,Mobile App,iOS,Ibadan,No,Failed,Yes
FT-T001329,FT-C00277,1/10/2026,11:03:00 PM,Transfer,8032,Mobile App,iOS,Kano,No,Successful,No
FT-T001330,FT-C00257,1/10/2026,11:14:00 PM,Card Purchase,11889,Mobile App,iOS,Enugu,No,Failed,No
FT-T001331,FT-C01156,1/10/2026,11:25:00 PM,Airtime/Data,6273,Mobile App,ATM Terminal,Kaduna,No,Successful,No
FT-T001332,FT-C00992,1/10/2026,11:35:00 PM,Deposit,26107,Mobile App,POS Terminal,Benin City,No,Successful,No
FT-T001333,FT-C00570,1/10/2026,11:46:00 PM,Transfer,58021,Mobile App,Android,Kaduna,No,Successful,No
FT-T001334,FT-C01281,1/10/2026,11:57:00 PM,Card Purchase,27860,Web,Android,Benin City,No,Successful,No
FT-T001335,FT-C00141,1/11/2026,12:08:00 AM,Cash Withdrawal,39555,Mobile App,ATM Terminal,Lagos,No,Successful,No
FT-T001336,FT-C00686,1/11/2026,12:19:00 AM,Deposit,5181,POS,iOS,Enugu,No,Failed,No
FT-T001337,FT-C00687,1/11/2026,12:30:00 AM,Card Purchase,5213,Mobile App,Web Browser,Lagos,No,Successful,No
FT-T001338,FT-C01233,1/11/2026,12:40:00 AM,Airtime/Data,11661,POS,iOS,Unspecified,Yes,Successful,No
FT-T001339,FT-C00716,1/11/2026,12:51:00 AM,Deposit,333805,Web,ATM Terminal,Ibadan,No,Successful,No
FT-T001340,FT-C01023,1/11/2026,1:02:00 AM,Airtime/Data,2252,ATM,iOS,Kaduna,No,Successful,No
FT-T001341,FT-C01075,1/11/2026,1:13:00 AM,Bill Payment,93241,Mobile App,POS Terminal,Lagos,No,Successful,No
FT-T001342,FT-C01283,1/11/2026,1:24:00 AM,Deposit,3141,Web,Android,Kano,No,Successful,No
FT-T001343,FT-C00178,1/11/2026,1:34:00 AM,Deposit,4349,USSD,Android,Port Harcourt,No,Successful,No
FT-T001344,FT-C00922,1/11/2026,1:45:00 AM,Transfer,11485,ATM,Android,Ibadan,Yes,Pending,Yes
FT-T001345,FT-C00543,1/11/2026,1:56:00 AM,Transfer,15919,POS,ATM Terminal,Lagos,No,Successful,No
FT-T001346,FT-C01380,1/11/2026,2:07:00 AM,Deposit,16132,Mobile App,POS Terminal,Abuja,No,Successful,Yes
FT-T001347,FT-C01342,1/11/2026,2:18:00 AM,Transfer,9343,POS,POS Terminal,Abuja,No,Successful,No
FT-T001348,FT-C00963,1/11/2026,2:28:00 AM,Card Purchase,6773,Mobile App,Web Browser,Port Harcourt,No,Successful,No
FT-T001349,FT-C00364,1/11/2026,2:39:00 AM,Deposit,8145,Web,iOS,Enugu,No,Successful,No
FT-T001350,FT-C01079,1/11/2026,2:50:00 AM,Deposit,2358,Mobile App,Android,Enugu,No,Successful,Yes
FT-T001351,FT-C01180,1/11/2026,3:01:00 AM,Transfer,333847,Web,Android,Kaduna,No,Successful,Yes
FT-T001352,FT-C01068,1/11/2026,3:12:00 AM,Card Purchase,48497,Web,Web Browser,Kaduna,No,Successful,No
FT-T001353,FT-C00593,1/11/2026,3:22:00 AM,Card Purchase,55087,ATM,Android,Kaduna,No,Successful,No
FT-T001354,FT-C00542,1/11/2026,3:33:00 AM,Card Purchase,3098,POS,ATM Terminal,Kano,No,Successful,No
FT-T001355,FT-C00322,1/11/2026,3:44:00 AM,Airtime/Data,1230,Mobile App,POS Terminal,Benin City,No,Successful,No
FT-T001356,FT-C00648,1/11/2026,3:55:00 AM,Cash Withdrawal,175427,USSD,Android,Port Harcourt,No,Successful,No
FT-T001357,FT-C00014,1/11/2026,4:06:00 AM,Airtime/Data,42254,POS,Android,Kano,No,Successful,No
FT-T001358,FT-C01381,1/11/2026,4:16:00 AM,Transfer,304579,Mobile App,Android,Kaduna,No,Successful,No
FT-T001359,FT-C00618,1/11/2026,4:27:00 AM,Card Purchase,18296,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T001360,FT-C00359,1/11/2026,4:38:00 AM,Deposit,4904,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T001361,FT-C01342,1/11/2026,4:49:00 AM,Card Purchase,14382,Mobile App,iOS,Benin City,No,Failed,No
FT-T001362,FT-C01099,1/11/2026,5:00:00 AM,Transfer,27496,POS,iOS,Enugu,No,Reversed,Yes
FT-T001363,FT-C00194,1/11/2026,5:10:00 AM,Airtime/Data,28268,Mobile App,iOS,Abuja,No,Successful,No
FT-T001364,FT-C00363,1/11/2026,5:21:00 AM,Deposit,7704,Mobile App,Android,Lagos,No,Successful,No
FT-T001365,FT-C01120,1/11/2026,5:32:00 AM,Card Purchase,1083,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001366,FT-C01064,1/11/2026,5:43:00 AM,Cash Withdrawal,4339,Mobile App,Android,Lagos,No,Successful,Yes
FT-T001367,FT-C00768,1/11/2026,5:54:00 AM,Transfer,2614,Mobile App,iOS,Abuja,No,Successful,No
FT-T001368,FT-C00397,1/11/2026,6:04:00 AM,Airtime/Data,5623,Mobile App,POS Terminal,Kano,No,Reversed,No
FT-T001369,FT-C00107,1/11/2026,6:15:00 AM,Deposit,204857,USSD,POS Terminal,Enugu,No,Successful,Yes
FT-T001370,FT-C01041,1/11/2026,6:26:00 AM,Transfer,6116,Mobile App,iOS,Benin City,No,Successful,No
FT-T001371,FT-C00527,1/11/2026,6:37:00 AM,Transfer,1660,Mobile App,Android,Lagos,No,Successful,No
FT-T001372,FT-C01011,1/11/2026,6:48:00 AM,Deposit,9465,USSD,Android,Abuja,No,Successful,No
FT-T001373,FT-C00784,1/11/2026,6:58:00 AM,Transfer,20589,Web,Android,Kaduna,No,Successful,No
FT-T001374,FT-C00525,1/11/2026,7:09:00 AM,Airtime/Data,6215,Mobile App,Android,Ibadan,No,Successful,No
FT-T001375,FT-C01067,1/11/2026,7:20:00 AM,Airtime/Data,3047,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T001376,FT-C00626,1/11/2026,7:31:00 AM,Deposit,5376,Mobile App,Android,Benin City,No,Successful,No
FT-T001377,FT-C00350,1/11/2026,7:42:00 AM,Bill Payment,64768,ATM,iOS,Port Harcourt,No,Successful,No
FT-T001378,FT-C01054,1/11/2026,7:52:00 AM,Card Purchase,4937,Mobile App,ATM Terminal,Kano,No,Successful,No
FT-T001379,FT-C01465,1/11/2026,8:03:00 AM,Transfer,11347,Web,POS Terminal,Kano,No,Successful,Yes
FT-T001380,FT-C01006,1/11/2026,8:14:00 AM,Bill Payment,84130,ATM,Android,Ibadan,Yes,Successful,Yes
FT-T001381,FT-C00542,1/11/2026,8:25:00 AM,Card Purchase,77549,Mobile App,Android,Benin City,No,Successful,No
FT-T001382,FT-C01479,1/11/2026,8:36:00 AM,Cash Withdrawal,85780,Web,iOS,Benin City,No,Successful,Yes
FT-T001383,FT-C00962,1/11/2026,8:46:00 AM,Transfer,1733,USSD,Android,Port Harcourt,No,Successful,Yes
FT-T001384,FT-C00094,1/11/2026,8:57:00 AM,Transfer,149583,POS,Android,Enugu,No,Successful,No
FT-T001385,FT-C01319,1/11/2026,9:08:00 AM,Card Purchase,5521,ATM,Android,Lagos,No,Successful,No
FT-T001386,FT-C00899,1/11/2026,9:19:00 AM,Deposit,3942,Web,Android,Abuja,No,Successful,No
FT-T001387,FT-C00089,1/11/2026,9:30:00 AM,Card Purchase,169801,Mobile App,Android,Abuja,No,Successful,Yes
FT-T001388,FT-C00503,1/11/2026,9:40:00 AM,Card Purchase,902,Web,Android,Lagos,No,Successful,No
FT-T001389,FT-C00767,1/11/2026,9:51:00 AM,Card Purchase,109245,POS,Android,Enugu,No,Successful,No
FT-T001390,FT-C00214,1/11/2026,10:02:00 AM,Transfer,502,Web,Android,Lagos,No,Successful,Yes
FT-T001391,FT-C01446,1/11/2026,10:13:00 AM,Deposit,17617,POS,POS Terminal,Port Harcourt,No,Successful,No
FT-T001392,FT-C00526,1/11/2026,10:24:00 AM,Cash Withdrawal,1179,USSD,iOS,Ibadan,No,Successful,Yes
FT-T001393,FT-C00192,1/11/2026,10:34:00 AM,Transfer,248070,ATM,iOS,Abuja,No,Successful,Yes
FT-T001394,FT-C00694,1/11/2026,10:45:00 AM,Transfer,1177,ATM,Android,Ibadan,No,Failed,No
FT-T001395,FT-C00642,1/11/2026,10:56:00 AM,Airtime/Data,6557,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T001396,FT-C01248,1/11/2026,11:07:00 AM,Cash Withdrawal,32631,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T001397,FT-C00555,1/11/2026,11:18:00 AM,Transfer,100121,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T001398,FT-C00387,1/11/2026,11:28:00 AM,Card Purchase,35650,Web,ATM Terminal,Lagos,No,Successful,Yes
FT-T001399,FT-C00681,1/11/2026,11:39:00 AM,Transfer,623,Mobile App,iOS,Benin City,Yes,Successful,No
FT-T001400,FT-C00776,1/11/2026,11:50:00 AM,Transfer,7021,Web,Web Browser,Abuja,No,Successful,No
FT-T001401,FT-C01498,1/11/2026,12:01:00 PM,Deposit,8272,POS,Android,Ibadan,No,Successful,No
FT-T001402,FT-C00203,1/11/2026,12:12:00 PM,Transfer,374205,USSD,iOS,Kano,No,Successful,No
FT-T001403,FT-C01010,1/11/2026,12:22:00 PM,Deposit,160194,POS,ATM Terminal,Abuja,No,Successful,No
FT-T001404,FT-C00447,1/11/2026,12:33:00 PM,Card Purchase,27793,Mobile App,Android,Kano,No,Successful,No
FT-T001405,FT-C00900,1/11/2026,12:44:00 PM,Transfer,10121,Mobile App,Android,Kaduna,No,Successful,No
FT-T001406,FT-C01092,1/11/2026,12:55:00 PM,Deposit,342683,Mobile App,ATM Terminal,Kano,Yes,Successful,Yes
FT-T001407,FT-C01116,1/11/2026,1:06:00 PM,Card Purchase,334,Mobile App,iOS,Kano,No,Successful,No
FT-T001408,FT-C00778,1/11/2026,1:16:00 PM,Bill Payment,1677,ATM,Web Browser,Kano,No,Successful,No
FT-T001409,FT-C00178,1/11/2026,1:27:00 PM,Deposit,94925,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T001410,FT-C00829,1/11/2026,1:38:00 PM,Airtime/Data,2356,Web,Android,Abuja,No,Successful,No
FT-T001411,FT-C00559,1/11/2026,1:49:00 PM,Transfer,18878,Mobile App,iOS,Kano,No,Successful,No
FT-T001412,FT-C01027,1/11/2026,2:00:00 PM,Transfer,8491,ATM,iOS,Benin City,No,Successful,No
FT-T001413,FT-C00103,1/11/2026,2:10:00 PM,Card Purchase,870,POS,iOS,Kaduna,No,Successful,No
FT-T001414,FT-C01297,1/11/2026,2:21:00 PM,Transfer,1549,POS,ATM Terminal,Kaduna,No,Successful,No
FT-T001415,FT-C00116,1/11/2026,2:32:00 PM,Card Purchase,1973,USSD,iOS,Abuja,No,Reversed,No
FT-T001416,FT-C00859,1/11/2026,2:43:00 PM,Transfer,12091,Mobile App,Android,Lagos,No,Successful,No
FT-T001417,FT-C00464,1/11/2026,2:54:00 PM,Card Purchase,58434,POS,ATM Terminal,Ibadan,No,Successful,No
FT-T001418,FT-C00104,1/11/2026,3:04:00 PM,Transfer,10448,ATM,POS Terminal,Enugu,No,Successful,No
FT-T001419,FT-C00259,1/11/2026,3:15:00 PM,Deposit,358357,ATM,Android,Ibadan,No,Pending,No
FT-T001420,FT-C01332,1/11/2026,3:26:00 PM,Bill Payment,947,POS,Web Browser,Enugu,No,Successful,No
FT-T001421,FT-C01391,1/11/2026,3:37:00 PM,Transfer,3176,Mobile App,Android,Enugu,No,Successful,No
FT-T001422,FT-C00929,1/11/2026,3:48:00 PM,Deposit,1587,USSD,Android,Ibadan,Yes,Successful,Yes
FT-T001423,FT-C00810,1/11/2026,3:58:00 PM,Card Purchase,7835,Web,Android,Lagos,No,Successful,No
FT-T001424,FT-C00642,1/11/2026,4:09:00 PM,Card Purchase,534,Mobile App,iOS,Ibadan,No,Successful,Yes
FT-T001425,FT-C00807,1/11/2026,4:20:00 PM,Transfer,112102,Mobile App,Android,Benin City,No,Successful,No
FT-T001426,FT-C01023,1/11/2026,4:31:00 PM,Deposit,1298,POS,Android,Lagos,No,Successful,No
FT-T001427,FT-C01326,1/11/2026,4:42:00 PM,Card Purchase,6278,ATM,Web Browser,Port Harcourt,No,Successful,Yes
FT-T001428,FT-C00560,1/11/2026,4:52:00 PM,Transfer,8741,ATM,Web Browser,Abuja,No,Successful,No
FT-T001429,FT-C00027,1/11/2026,5:03:00 PM,Airtime/Data,351,Mobile App,Android,Enugu,No,Successful,No
